fips,name_16,County,LessThanHighSchool,AtLeastHighSchool,AtLeastBS,GraduateDegreee,School_Enrollment,MedianEarnings,WhitePopulation,AfricanAmericanPopulation,NativeAmericanPopulation,AsianAmericanPopulatyion,OtherRaces,LatinoPopulation,ChildrenUnder6LivinginPoverty,Adults65andOlderLivinginPoverty,TotalPopulation,PreschoolEnrollmentRatioenrolledages3and4,PovertyRatebelowfederalpoverty.hreshold,GiniCoefficient,ChildPovertylivinginfamiliesbelowthepovertyline,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,State,White,Black,Hispanic,Asian,Amerindian,Other,White_Asian,SIRE_homogeneity,median_age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity.percent,Adult.obesity.population,Diabetes.percent,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,CA,S,MAR,CFS,ACFS,MeanALC,MaxALC,Mixedness,elevation,annual_PRCP,winter_PRCP,summer_PRCP,spring_PRCP,autumn_PRCP,annual_TAVG,annual_TMAX,annual_TMIN,winter_TAVG,winter_TMAX,winter_TMIN,summer_TAVG,summer_TMAX,summer_TMIN,spring_TAVG,spring_TMAX,spring_TMIN,autumn_TAVG,autumn_TMAX,autumn_TMIN,nearest_county,temp,precip,temp_bins,lat_bins,lon_bins,precip_bins,elevation_bins
1063,Greene,"Greene County, Alabama",27.4,72.6,9.9,4.7,79.85,20350.60191,18.7,79.95,0.1,0.15,0.35,0.8,52.65,22.2,9078.5,71,31,0.484,41.25,22.1,17.1,20.4,2.2,12.1,26.2,Alabama,18.7,79.95,0.8,0.15,0.1,0.35,18.85,0.67424875,41.9,-87.9642005,32.8444965,5.1,5.3,0.16,52.7,0.495,0.181,0.479,4349,0.194,1636.6,242.8,0.177,0.114,1111.29,18.27,82,,-2.659743104,-3.089151229,1.457136661,-3.20E-04,3.20E-04,8.81E-04,0.00246981,3.881930004,34.73333333,,,,,,,,,,,,,,,,,,,,,1063,,,,"(31.7,33.8]","(-90.4,-87.2]",,"[-12.3,38.9]"
1065,Hale,"Hale County, Alabama",30.1,69.9,10,4.1,73.35,20564.3054,39.85,58.75,0.1,0.25,0.35,0.65,40.35,20.95,16877,54.5,25.15,0.48,33.35,22.7,18.25,18.55,3.35,11.35,25.8,Alabama,39.85,58.75,0.65,0.25,0.1,0.35,40.1,0.50402025,39.1,-87.6230608,32.7527958,3.9,4.1,0.14,44.5,0.549,,0.416,7021,0.163,1199.7,283.7,0.191,0.099,415.06,15.75,82.8,,-2.55671302,-2.420173075,0.95688214,-2.01E-04,2.01E-04,3.97E-04,0.001058541,1.553049327,63.1,,,,,,,,,,,,,,,,,,,,,1065,,,,"(31.7,33.8]","(-90.4,-87.2]",,"(38.9,105]"
1067,Henry,"Henry County, Alabama",23.9,76.1,15,6.2,73.6,24738.47397,66.9,29.35,0.15,0.7,0.6,2.3,14.85,16.05,16941,25.5,15.35,0.446,20.75,24,17.75,24.95,2.4,10.55,20.25,Alabama,66.9,29.35,2.3,0.7,0.15,0.6,67.6,0.5343195,42.4,-85.2399712,31.5169779,4,3.5,0.09,49,0.326,0.17,0.346,5862,0.143,654.7,172.6,0.174,0.073,311.42,,87.5,,-1.825903034,-0.779753176,0.56633875,1.92E-05,1.92E-05,5.53E-05,3.14E-04,-0.631839019,125.9,5464,1484.5,1540,1289,1150.5,,,,,,,,,,,,,,,,1067,,1387.856,,"[19.6,31.7]","(-87.2,-84.5]","(1.27e+03,1.39e+03]","(105,167]"
1069,Houston,"Houston County, Alabama",18.1,81.9,19,6.8,73.1,25514.17111,69.55,25.4,0.4,0.85,1.35,2.45,30.7,11.55,99319,40.7,16.4,0.466,24.9,30.25,16.15,27.55,0.6,11.15,14.3,Alabama,69.55,25.4,2.45,0.85,0.4,1.35,70.4,0.549107,38,-85.2963976,31.1581928,4.5,4.3,0.09,55.1,0.407,0.184,0.349,34662,0.13,776.6,315.8,0.162,0.07,534.04,5.43,65.1,8.9,-1.057948894,-0.830295416,0.60947317,8.91E-06,8.91E-06,5.86E-05,3.00E-04,-0.619783126,83.8,5591,1475,1632,1343,1141,,,,,,,,,,,,,,,,1069,,1420.114,,"[19.6,31.7]","(-87.2,-84.5]","(1.39e+03,4.3e+03]","(38.9,105]"
1071,Jackson,"Jackson County, Alabama",26,74,12,4.6,74.25,24166.69175,90.2,3.4,1.35,0.25,2.65,2.15,25.55,14.9,53062.5,37.4,17.6,0.438,23.4,22.85,14.1,20.7,1.15,12.9,28.3,Alabama,90.2,3.4,2.15,0.25,1.35,2.65,90.45,0.816113,41.4,-85.9774003,34.7635224,5.8,5.3,0.09,53.1,0.229,0.221,0.3,15919,0.134,198.9,64.3,0.184,0.071,241.54,5.08,93.6,7.8,-0.540742026,-0.845038209,0.655257099,3.13E-05,3.13E-05,7.22E-05,3.22E-04,-0.418264934,190.7,,,,,,598,719,476.5,417,528.5,305,771,886,656.5,592,720,463.5,607.5,738,477,1071,15.44444444,,"(14.9,16.6]","(33.8,35.6]","(-87.2,-84.5]",,"(167,216]"
1073,Jefferson,"Jefferson County, Alabama",13.4,86.6,28.8,10.7,76.95,29249.71302,52.8,41.2,0.2,1.4,1,3.5,24.7,10.6,660339,54.2,15.35,0.492,22.5,35.45,15.65,28.8,0.1,8.35,11.7,Alabama,52.8,41.2,3.5,1.4,0.2,1,54.2,0.450053,37,-86.8965359,33.5534439,3.7,3.9,0.12,47.8,0.422,0.212,0.322,212629,0.117,855.3,592.9,0.151,0.068,697.53,17.47,79.3,11.3,-0.850106028,-0.906017826,1.18316119,1.13E-04,1.13E-04,1.28E-04,7.30E-04,0.79903648,169.4666667,5497.666667,1475.666667,1300.666667,1491.333333,1230,622.6666667,735.6666667,509.6666667,448,555,341,789,894.3333333,683,618,740.6666667,495.3333333,632.6666667,748.6666667,516.6666667,1073,16.81481481,1396.407333,"(16.6,18.5]","(31.7,33.8]","(-87.2,-84.5]","(1.39e+03,4.3e+03]","(167,216]"
1075,Lamar,"Lamar County, Alabama",24.7,75.3,9.2,3.3,72.15,22183.97111,85.8,11.6,0.2,0,0.7,1.6,21.15,17.35,14501,40.6,17.8,0.495,22.45,24.5,15.15,19.65,1.85,11.2,27.6,Alabama,85.8,11.6,1.6,0,0.2,0.7,85.8,0.749929,42.2,-88.0874309,33.7870852,7.1,6,0.09,56.2,0.377,0.261,0.313,4539,0.138,307.5,89.6,0.168,0.076,53.22,,82.7,,-1.52179976,-1.138892335,0.813900903,1.42E-05,1.42E-05,1.21E-04,4.27E-04,-0.189186442,98.75,5772.5,1662.5,1233.5,1604,1272.5,,,,,,,,,,,,,,,,1075,,1466.215,,"(33.8,35.6]","(-90.4,-87.2]","(1.39e+03,4.3e+03]","(38.9,105]"
1077,Lauderdale,"Lauderdale County, Alabama",17.1,82.9,21.5,7.9,76.5,23675.60413,86.1,9.95,0.25,0.55,1.15,1.9,33.05,9.15,90629.5,41.1,17.85,0.461,25.9,28.15,16.25,27.45,0.55,12.25,15.45,Alabama,86.1,9.95,1.9,0.55,0.25,1.15,86.65,0.751751,39.7,-87.6509966,34.9041221,4.6,3.6,0.1,35.5,0.306,0.177,0.322,29183,0.125,450.5,60.2,0.152,0.067,159.34,5.97,73.2,7.5,-0.28233026,-0.495709381,0.54926004,2.51E-05,2.51E-05,2.67E-05,1.25E-04,-0.68864862,162.9666667,,,,,,603.3333333,714.6666667,491.3333333,416,521.3333333,310.3333333,779.3333333,886,673,600.6666667,717,483.6666667,613.3333333,731.3333333,496,1077,15.74074074,,"(14.9,16.6]","(33.8,35.6]","(-90.4,-87.2]",,"(105,167]"
1079,Lawrence,"Lawrence County, Alabama",24.8,75.2,10.7,3.3,72,26349.21397,77.2,11.75,5.1,0.15,4.05,1.7,16.95,11.65,34216.5,36.7,13,0.399,17,22.1,15.5,21.7,0.6,15.4,24.65,Alabama,77.2,11.75,1.7,0.15,5.1,4.05,77.35,0.61432275,40.2,-87.3218651,34.5297759,4.6,5.5,0.1,52.1,0.363,0.278,0.377,12900,0.141,633.1,84.6,0.177,0.081,227.97,6.67,101.1,7.5,-0.703439356,-0.884465042,0.81041675,2.43E-05,2.43E-05,8.23E-05,3.16E-04,-0.229873374,182.45,,,,,,604,716,493,418.5,525,312,778.5,883.5,673.5,602.5,718,486,615.5,734,496.5,1079,15.77777778,,"(14.9,16.6]","(33.8,35.6]","(-90.4,-87.2]",,"(167,216]"
1081,Lee,"Lee County, Alabama",14.8,85.2,30.9,13.4,82.1,20755.05937,70.6,22.85,0.25,2.3,1.4,2.65,24.05,9.55,135458,42.8,19.7,0.479,19.05,35.5,15.75,25.25,0.65,10.3,12.5,Alabama,70.6,22.85,2.65,2.3,0.25,1.4,72.9,0.55208175,28.8,-85.3530477,32.6040644,3.7,5.2,0.08,23.9,0.297,0.183,0.32,43347,0.098,582.7,170.3,0.168,0.063,237.24,7.26,46.7,7.6,-0.888139078,-0.215620511,0.721210084,5.48E-05,5.48E-05,5.98E-05,3.04E-04,-0.243663793,180.6,5415,1484,1369,1396.5,1165.5,627.5,743.5,511.5,462.5,579,346,785,890,681,621,748.5,492.5,638.5,754,523.5,1081,17.08333333,1375.41,"(16.6,18.5]","(31.7,33.8]","(-87.2,-84.5]","(1.27e+03,1.39e+03]","(167,216]"
1083,Limestone,"Limestone County, Alabama",19.6,80.4,20.8,6.3,73.55,27180.95556,79.7,12.75,0.55,0.9,1.3,4.8,24.4,11.25,78429,31.5,13.15,0.435,17.3,31.4,14.3,23.15,0.95,11.05,19.15,Alabama,79.7,12.75,4.8,0.9,0.55,1.3,80.6,0.6540495,38.5,-86.9813995,34.8102387,3.6,3.1,0.09,45.6,0.278,0.219,0.338,26509,0.107,319.8,161.6,0.164,0.062,108.75,5.62,64.7,7.3,-0.47627285,-0.225144458,0.384072929,1.06E-05,1.06E-05,1.13E-05,9.64E-05,-1.009269096,195.75,5535.25,1581.75,1248,1449.5,1256,600.5,716.75,484.5,413.75,520.25,307.25,777,889.5,664,597,717.75,476.5,611.25,735.25,487,1083,15.58333333,1405.9535,"(14.9,16.6]","(33.8,35.6]","(-87.2,-84.5]","(1.39e+03,4.3e+03]","(167,216]"
1085,Lowndes,"Lowndes County, Alabama",26.6,73.4,12.7,3.7,72.35,21425.47334,26.6,71.95,0.25,0.05,0.55,0.5,50.25,17.65,11965.5,58.5,26.55,0.506,38.7,18.75,17.6,24.7,1.05,11.7,26.15,Alabama,26.6,71.95,0.5,0.05,0.25,0.55,26.65,0.588498,39.7,-86.6505859,32.147888,4.8,4.2,0.14,63.4,0.574,0.226,0.438,5241,0.193,1022.7,536.2,0.174,0.141,510.46,22.7,93.7,,-3.098639252,-2.873654018,1.219220792,-3.16E-04,3.16E-04,6.26E-04,0.001367953,2.981620403,44.5,5191,1471,1254,1331,1135,,,,,,,,,,,,,,,,1085,,1318.514,,"(31.7,33.8]","(-87.2,-84.5]","(1.27e+03,1.39e+03]","(38.9,105]"
1087,Macon,"Macon County, Alabama",21.2,78.8,20.9,10.2,85.85,16393.88095,15.25,82.2,0.2,0.2,1.35,0.8,40.85,20.05,21878,65.5,27.7,0.483,35.75,25.6,24.6,25.4,1.4,8.5,14.5,Alabama,15.25,82.2,0.8,0.2,0.2,1.35,15.45,0.6991945,35.8,-85.692887,32.3870267,3.7,2.9,0.12,34.5,0.643,0.138,0.392,8576,0.166,1189.7,549.1,0.157,0.098,513.87,28.67,93.2,12.1,-3.54636097,-2.251994568,1.546699658,7.96E-05,7.96E-05,7.05E-04,0.002245357,2.403934191,65.5,5321,1409,1340,1410,1162,644,758,530,478,591,366,802,904,701,637,760,514,656,775,538,1087,18,1351.534,"(16.6,18.5]","(31.7,33.8]","(-87.2,-84.5]","(1.27e+03,1.39e+03]","(38.9,105]"
1089,Madison,"Madison County, Alabama",12.2,87.8,37.4,13.5,79.15,30273.56381,67.4,23.55,0.55,2.35,2.35,3.7,20.65,6.85,324429,54.7,11.65,0.454,16.15,43.85,14,23.9,0.2,7.2,10.9,Alabama,67.4,23.55,3.7,2.35,0.55,2.35,69.75,0.51224,37.1,-86.5510803,34.7642377,3.4,3.5,0.1,33.9,0.32,0.183,0.3,97329,0.117,496.3,212.7,0.15,0.062,496.54,5.38,55.8,8.5,-0.497752991,0.118469646,0.755973328,4.44E-05,4.44E-05,9.74E-05,3.24E-04,-0.165830466,179.8,5582,1607,1271,1443,1261,596,715,476,412,524,300,773,885,660,587,711,463,608,737,479,1089,15.33333333,1417.828,"(14.9,16.6]","(33.8,35.6]","(-87.2,-84.5]","(1.39e+03,4.3e+03]","(167,216]"
1091,Marengo,"Marengo County, Alabama",20.3,79.7,17.9,5.6,76.6,21394.02159,46,52.15,0.1,0.15,0.6,1.05,33.9,17.55,21118.5,72.7,24.7,0.484,32.5,26.35,15.55,21.55,3.8,11.25,21.5,Alabama,46,52.15,1.05,0.15,0.1,0.6,46.15,0.48371175,40.1,-87.791091,32.2475911,4.8,4.5,0.12,49.1,0.458,0.168,0.416,8785,0.174,724.9,128.4,0.177,0.094,449.4,6.67,68.5,10.5,-1.990461065,-1.593842361,0.865556361,-2.22E-05,2.22E-05,2.30E-04,0.001027382,0.165335212,,,,,,,,,,,,,,,,,,,,,,,,,,"(31.7,33.8]","(-90.4,-87.2]",,
1093,Marion,"Marion County, Alabama",29,71,8.8,3.8,72.4,22516.65302,92.7,3.75,0.3,0.15,1.1,1.95,32.45,14.25,30095.5,23.5,18,0.449,28.45,23.25,14.7,21.85,0.9,12.55,26.85,Alabama,92.7,3.75,1.95,0.15,0.3,1.1,92.85,0.86124775,42,-87.881551,34.1382194,4.6,4.3,0.09,63.6,0.31,0.269,0.33,9932,0.129,280.5,106.8,0.173,0.091,189.87,5.58,98.1,9.6,-0.160010504,-1.16571197,0.540732066,-2.04E-05,2.04E-05,1.20E-04,4.04E-04,-0.511943321,206.5,6098.5,1702,1398.5,1642.5,1355.5,615,736.5,494.5,429.5,543,316.5,789.5,903.5,675.5,610.5,739,481.5,628.5,755,502,1093,16.38888889,1549.019,"(14.9,16.6]","(33.8,35.6]","(-90.4,-87.2]","(1.39e+03,4.3e+03]","(167,216]"
1095,Marshall,"Marshall County, Alabama",26.3,73.7,14.5,5.4,70.55,23918.09397,84.75,1.5,0.55,0.5,1.3,11.35,36.5,13.3,90472,28.6,20.1,0.462,30.55,25.25,15.45,22.4,1.65,13.05,22.15,Alabama,84.75,1.5,11.35,0.5,0.55,1.3,85.25,0.73158775,38,-86.3216681,34.3095637,4.8,4.8,0.08,72.9,0.316,0.277,0.315,28499,0.136,205,103.6,0.215,0.07,263.69,3.36,74.2,8.3,-0.129487462,-1.105922615,0.64931536,6.44E-06,6.44E-06,1.33E-04,3.32E-04,-0.413607836,218.175,,,,,,,,,,,,,,,,,,,,,1095,,,,"(33.8,35.6]","(-87.2,-84.5]",,"(216,259]"
1097,Mobile,"Mobile County, Alabama",17.7,82.3,19.8,6.7,76.3,25380.29143,59.8,34.3,0.7,1.85,1.25,2.1,34.25,12.95,409161.5,49.6,19.15,0.473,28.8,29.5,17.05,26.9,0.7,11.9,14,Alabama,59.8,34.3,2.1,1.85,0.7,1.25,61.65,0.4762415,36.3,-88.1965684,30.684573,4.5,4.8,0.12,57.8,0.437,0.238,0.339,138706,0.121,773.4,519.7,0.186,0.084,654.28,14.05,84.6,9,-0.809544668,-1.303008876,0.737494529,-2.92E-05,2.92E-05,1.38E-04,5.08E-04,-0.174197493,19.875,,,,,,674.25,762.75,586.25,523.25,615.75,430.75,811.5,890.25,732.75,668,759,577.25,692,782.75,601,1097,19.68055556,,"(18.5,25.2]","[19.6,31.7]","(-90.4,-87.2]",,"[-12.3,38.9]"
1099,Monroe,"Monroe County, Alabama",24.6,75.4,11.2,3.1,74.3,23987.55651,55.65,40.8,1.15,0.3,1.35,0.75,42.65,20.45,22929,20.1,25.2,0.483,37.5,25.4,12.5,22.8,1.55,10.65,27.1,Alabama,55.65,40.8,0.75,0.3,1.15,1.35,55.95,0.476536,39.7,-87.3832656,31.5803324,5,5,0.15,58.1,0.507,0.207,0.359,8232,0.139,571.2,168.1,0.184,0.123,541.12,10.96,88.2,,-1.727152354,-2.039921713,0.722983479,-1.28E-04,1.28E-04,2.87E-04,0.001168427,0.637616528,15.2,5283,1543,1275,1321,1144,,,,,,,,,,,,,,,,1099,,1341.882,,"[19.6,31.7]","(-90.4,-87.2]","(1.27e+03,1.39e+03]","[-12.3,38.9]"
1101,Montgomery,"Montgomery County, Alabama",15.3,84.7,30.5,12.3,76.15,26278.64921,40.55,53.6,0.2,1.75,1.1,2.75,33.65,11.15,226866,46.4,18.35,0.473,28.05,35.6,17.6,26.35,0.3,6.85,13.3,Alabama,40.55,53.6,2.75,1.75,0.2,1.1,42.3,0.45291375,34.6,-86.2038308,32.2036505,4,3.8,0.12,55.4,0.49,0.192,0.353,80084,0.143,1277.4,755.5,0.165,0.077,380,14.06,58.7,10.1,-1.811285864,-1.198400747,1.108390638,7.79E-05,7.79E-05,1.78E-04,7.61E-04,0.638891967,65.1,5293.5,1451.5,1369,1330,1143,648,764,532.5,484,596.5,371,804,910,697.5,644,768,521,657.5,778.5,536.5,1101,18.22222222,1344.549,"(16.6,18.5]","(31.7,33.8]","(-87.2,-84.5]","(1.27e+03,1.39e+03]","(38.9,105]"
1103,Morgan,"Morgan County, Alabama",19.2,80.8,19.1,6,74.2,25015.04635,78.7,11.6,0.8,0.65,1.6,6.75,26.7,12.1,117343.5,41.2,15.2,0.439,22.75,28.55,14.85,25,0.45,10.7,20.5,Alabama,78.7,11.6,6.75,0.65,0.8,1.6,79.35,0.6377435,38.5,-86.8464021,34.4544844,4.5,4,0.09,51,0.321,0.239,0.285,33443,0.119,520.2,112.7,0.185,0.07,224.36,4.29,76.4,7.5,-0.880003013,-0.503882155,0.326635732,8.61E-06,8.61E-06,1.38E-05,7.45E-05,-1.088114945,184.25,,,,,,617,719.5,515,435,532.5,337,788,884,692,614.5,723,506,628,735,521,1103,16.5,,"(14.9,16.6]","(33.8,35.6]","(-87.2,-84.5]",,"(167,216]"
1105,Perry,"Perry County, Alabama",28.5,71.5,13.3,4.9,78.35,17184.70381,30.05,68.35,0.2,0.15,0.45,0.85,27.85,16.35,10640,67.4,26.3,0.47,37.4,22.65,26.5,20.1,2.6,6.85,21.3,Alabama,30.05,68.35,0.85,0.15,0.2,0.45,30.2,0.55757125,35.2,-87.2938269,32.6390053,5.2,4.2,0.14,55.3,0.638,0.259,0.389,4139,0.182,1234,320.9,0.196,0.129,463.62,,74.8,,-1.821972537,-2.475905961,1.118448693,-2.41E-04,2.41E-04,5.08E-04,0.001454604,2.213522776,,,,,,,,,,,,,,,,,,,,,,,,,,"(31.7,33.8]","(-90.4,-87.2]",,
1107,Pickens,"Pickens County, Alabama",21.3,78.7,11.5,3.4,74.15,23145.62381,55.9,41.95,0.1,0.1,0.65,1.3,37.25,22.15,19637,50.7,26.55,0.453,36.1,20.25,15.25,25.8,1.3,12.1,25.3,Alabama,55.9,41.95,1.3,0.1,0.1,0.65,56,0.4886745,40.7,-88.096878,33.2968085,5.2,3.3,0.12,41.3,0.487,0.181,0.385,7560,0.157,837.3,174.5,0.176,0.09,236.9,,75.3,,-1.44980532,-1.743882084,0.866389029,-3.73E-05,3.73E-05,2.54E-04,5.40E-04,0.29409341,60.73333333,5534.333333,1582.333333,1296.666667,1432,1223.333333,,,,,,,,,,,,,,,,1107,,1405.720667,,"(31.7,33.8]","(-90.4,-87.2]","(1.39e+03,4.3e+03]","(38.9,105]"
1109,Pike,"Pike County, Alabama",20.6,79.4,23.7,9.3,81.95,18791.54635,58.05,36.65,0.75,1.4,1.2,1.95,47.7,16.2,31517.5,43.3,28.85,0.514,37.35,26.45,20.25,24.5,1.15,9.75,17.95,Alabama,58.05,36.65,1.95,1.4,0.75,1.2,59.45,0.472079,31.7,-85.9419965,31.7987263,4.7,3.8,0.09,32.4,0.46,0.183,0.36,11346,0.146,1029.9,338.4,0.203,0.07,410.17,6.76,73.4,10,-1.31247914,-1.50833105,0.9364073,1.40E-05,1.40E-05,2.47E-04,9.15E-04,0.254153977,142.2,,,,,,,,,,,,,,,,,,,,,1109,,,,"(31.7,33.8]","(-87.2,-84.5]",,"(105,167]"
1111,Randolph,"Randolph County, Alabama",28.4,71.6,12.2,4.8,74.2,21767.3581,75.3,20.9,0.3,0.1,1.2,2.3,34.5,13.15,22708.5,49.5,20.7,0.489,26.75,22,14.05,22.15,1.9,10.55,29.4,Alabama,75.3,20.9,2.3,0.1,0.3,1.2,75.4,0.611373,40,-85.4640679,33.2964753,4,4.8,0.1,52.2,0.439,0.281,0.342,7766,0.148,355.5,68.7,0.187,0.089,303.21,9.42,100.8,,-1.659546792,-1.478554707,0.555342432,-6.15E-05,6.15E-05,1.36E-04,5.35E-04,-0.252812722,216.4,5503,1506,1402,1420,1175,,,,,,,,,,,,,,,,1111,,1397.762,,"(31.7,33.8]","(-87.2,-84.5]","(1.39e+03,4.3e+03]","(167,216]"
1113,Russell,"Russell County, Alabama",23.1,76.9,11.9,3.4,69.9,22917.64064,52.95,40.9,0.25,0.6,2.1,3.2,36.1,17.1,51488,36.1,22.55,0.429,33.65,21.9,19.7,28.85,1,12,16.6,Alabama,52.95,40.9,3.2,0.6,0.25,2.1,53.55,0.4491585,36.4,-85.1869798,32.2898113,5,5,0.11,57.4,0.478,0.239,0.365,18793,0.132,760.5,375.3,0.177,0.091,461.94,13.71,88.3,12.1,-1.754097514,-1.794155937,0.616339121,-1.27E-04,1.27E-04,2.19E-04,0.001070327,0.342256396,126,5050,1352,1267,1306,1125,,,,,,,,,,,,,,,,1113,,1282.7,,"(31.7,33.8]","(-87.2,-84.5]","(1.27e+03,1.39e+03]","(105,167]"
1115,St. Clair,"St. Clair County, Alabama",20.7,79.3,14.5,4.7,73.2,28778.64603,87.6,8.65,0.35,0.5,1.15,1.8,14.5,9.8,80589,39.4,10.95,0.415,14.15,27.9,14,26.45,0.4,13.2,18.1,Alabama,87.6,8.65,1.8,0.5,0.35,1.15,88.1,0.77535175,38.2,-86.3156631,33.7129627,4.2,4,0.09,48.4,0.3,0.272,0.329,26514,0.135,180.1,88.6,0.159,0.064,183.47,5.31,79.4,8,-0.853324368,-0.318728425,0.642029061,3.86E-05,3.86E-05,4.13E-05,2.19E-04,-0.468537441,193.9,5722,1493,1467,1433,1329,,,,,,,,,,,,,,,,1115,,1453.388,,"(31.7,33.8]","(-87.2,-84.5]","(1.39e+03,4.3e+03]","(167,216]"
1117,Shelby,"Shelby County, Alabama",8.5,91.5,39.6,12.2,80.9,37336.9181,82.05,10.15,0.2,1.7,1.05,4.85,9.9,5.15,189040.5,57,6.9,0.434,9.25,42.5,11.6,29.35,0.05,9.1,7.45,Alabama,82.05,10.15,4.85,1.7,0.2,1.05,83.75,0.686278,36.5,-86.6781042,33.2629366,3.3,3.6,0.08,24.4,0.201,0.18,0.296,55956,0.089,215.2,77.7,0.121,0.05,158.07,3.37,64.6,6.9,-0.245498293,0.953719302,0.682206377,-1.01E-04,1.01E-04,2.08E-04,7.44E-04,0.269893989,156.36,5624.4,1563.8,1400.6,1410.8,1249.2,,,,,,,,,,,,,,,,1117,,1428.5976,,"(31.7,33.8]","(-87.2,-84.5]","(1.39e+03,4.3e+03]","(105,167]"
1119,Sumter,"Sumter County, Alabama",24.6,75.4,12.8,5.3,80.3,17046.56794,25.05,72.8,0.05,0.2,0.9,1,50.15,30,13515,78.8,37.5,0.512,55.15,20.2,17.25,25.8,1.85,7,27.9,Alabama,25.05,72.8,1,0.2,0.05,0.9,25.25,0.5929195,36.9,-88.2000571,32.5974811,4.3,5.4,0.14,33.8,0.618,0.17,0.401,5420,0.16,979.4,292.2,0.179,0.116,322.68,,66.3,,-2.655349248,-2.586163498,1.298374799,-1.13E-04,1.13E-04,7.83E-04,0.002377359,2.422849494,34.75,5530,1552.5,1392,1403,1182.5,630.5,752.5,509,459.5,578.5,339.5,793,904,681.5,627.5,757,498,640.5,768,513,1119,17.25,1404.62,"(16.6,18.5]","(31.7,33.8]","(-90.4,-87.2]","(1.39e+03,4.3e+03]","[-12.3,38.9]"
1121,Talladega,"Talladega County, Alabama",24.3,75.7,11.9,4.5,75.35,23309.22603,65.1,31.45,0.25,0.4,1.05,1.7,27.55,15.45,81240.5,45.8,18.7,0.44,27.45,24.2,16.7,22.2,0.45,11.25,25.2,Alabama,65.1,31.45,1.7,0.4,0.25,1.05,65.5,0.52313275,38.6,-86.1758045,33.3692774,5.6,5.1,0.13,52.3,0.406,0.231,0.384,31196,0.141,653.9,208.2,0.157,0.081,325.32,8.7,76,13.4,-1.210269139,-1.533317037,0.697437376,-4.34E-05,4.34E-05,1.28E-04,3.46E-04,-0.176614453,142.12,,,,,,,,,,,,,,,,,,,,,1121,,,,"(31.7,33.8]","(-87.2,-84.5]",,"(105,167]"
1123,Tallapoosa,"Tallapoosa County, Alabama",23.9,76.1,15.7,5.6,75.8,24257.81905,70.6,26.1,0.2,0.35,1,1.8,27.4,10.2,41197,51.5,17.4,0.497,27.3,26.6,16.6,21.85,0.55,13.85,20.6,Alabama,70.6,26.1,1.8,0.35,0.2,1,70.95,0.56699725,41.2,-85.7995532,32.8633694,5.8,5.2,0.13,59.7,0.43,0.267,0.351,14460,0.14,502.1,161.5,0.157,0.085,457.79,7.6,69.8,8.4,-1.232505085,-1.258110286,0.712897567,-2.23E-05,2.23E-05,1.10E-04,2.38E-04,-0.302676961,163.1,,,,,,,,,,,,,,,,,,,,,1123,,,,"(31.7,33.8]","(-87.2,-84.5]",,"(105,167]"
1125,Tuscaloosa,"Tuscaloosa County, Alabama",15.3,84.7,26.2,10.5,76.7,23901.16508,65.1,30.1,0.25,1.15,0.9,2.5,24.15,11,186705,45.9,20.1,0.488,22.45,32.45,16.75,24.75,0.3,10.95,14.85,Alabama,65.1,30.1,2.5,1.15,0.25,0.9,66.25,0.5152465,31.2,-87.5228598,33.2902022,4.3,4.1,0.12,30.6,0.372,0.217,0.332,61986,0.105,707.4,217.1,0.149,0.066,432.4,9.54,73,11.9,-1.629579991,-0.812413302,0.807225133,6.05E-05,6.05E-05,8.48E-05,2.61E-04,-0.047232422,57.64,5394,1545.4,1305.2,1331.2,1212.2,,,,,,,,,,,,,,,,1125,,1370.076,,"(31.7,33.8]","(-90.4,-87.2]","(1.27e+03,1.39e+03]","(38.9,105]"
1127,Walker,"Walker County, Alabama",24.5,75.5,9.7,4.2,71.95,24595.03683,90.55,6.05,0.2,0.2,1.25,1.75,30.15,12.7,67951.5,32.4,17.75,0.457,25.75,23.9,16.15,23.6,0.5,18.05,17.8,Alabama,90.55,6.05,1.75,0.2,0.2,1.25,90.75,0.824061,40.5,-87.3010918,33.7915714,6.5,6.5,0.1,58.1,0.308,0.277,0.36,24463,0.151,408,118.6,0.168,0.075,202.04,6.52,141.4,12.2,-0.602264141,-1.457815349,0.900233306,-3.24E-05,3.24E-05,1.69E-04,3.46E-04,0.123352658,142.35,5864.5,1643.5,1371,1525,1325,,,,,,,,,,,,,,,,1127,,1489.583,,"(33.8,35.6]","(-90.4,-87.2]","(1.39e+03,4.3e+03]","(105,167]"
